1	Антон	Антон	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	6	nsubj	_	@sat1974m-words#@sat1974m#2606.536#2606.858
184	Эпидемией	эпидемия	PROPN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	186	obl	_	@eie1987m-words#@eie1987m#2633.042#2633.39
185	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	186	nsubj	_	@eie1987m-words#@eie1987m#2633.975#2634.312
186	работаем	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	181	parataxis	_	@eie1987m-words#@eie1987m#2634.312#2634.649
187	над	над	ADP	_	_	188	case	_	@eie1987m-words#@eie1987m#2634.649#2634.986
188	альбомом	альбом	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	186	obl	_	@eie1987m-words#@eie1987m#2634.986#2635.323
189	над	над	ADP	_	_	190	case	_	@eie1987m-words#@eie1987m#2635.323#2635.66
190	новым	новый	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	188	nmod	_	@eie1987m-words#@eie1987m#2635.66#2636.0
191	который	который	PRON	_	Case=Nom	197	nsubj	_	@eie1987m-words#@eie1987m#2636.902#2637.263
192	/	/	PUNCT	_	_	191	punct	_	@eie1987m-words#@eie1987m#2637.263#2637.624
193	ээ	ээ	INTJ	_	_	197	parataxis	_	@eie1987m-words#@eie1987m#2637.624#2637.985
194	/	/	PUNCT	_	_	193	punct	_	@eie1987m-words#@eie1987m#2637.985#2638.346
195	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	197	aux	_	@eie1987m-words#@eie1987m#2638.346#2638.707
196	не	не	PART	_	_	197	advmod	_	@eie1987m-words#@eie1987m#2640.39#2640.731
197	соотноситься	соотноситься	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	190	xcomp	_	@eie1987m-words#@eie1987m#2640.731#2641.072
198	с	с	ADP	_	_	214	case	_	@eie1987m-words#@eie1987m#2641.072#2641.413
199	/	/	PUNCT	_	_	200	punct	_	@eie1987m-words#@eie1987m#2641.413#2641.754
200	э	э	INTJ	_	_	214	parataxis	_	@eie1987m-words#@eie1987m#2641.754#2642.095
201	/	/	PUNCT	_	_	200	punct	_	@eie1987m-words#@eie1987m#2642.095#2642.436
202	металл-операми	металл-опера	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Plur	214	nmod	_	@eie1987m-words#@eie1987m#2642.436#2642.78
203	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	214	mark	_	@eie1987m-words#@eie1987m#2643.17#2643.52
204	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	203	fixed	_	@eie1987m-words#@eie1987m#2643.52#2643.87
205	ну	ну	PART	_	_	214	parataxis	_	@eie1987m-words#@eie1987m#2643.87#2644.22
206	там	там	ADV	_	Degree=Pos	214	advmod	_	@eie1987m-words#@eie1987m#2644.22#2644.57
207	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	214	nsubj	_	@eie1987m-words#@eie1987m#2644.57#2644.92
208	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	214	cop	_	@eie1987m-words#@eie1987m#2644.92#2645.27
209	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	214	det	_	@eie1987m-words#@eie1987m#2645.27#2645.62
210	/	/	PUNCT	_	_	213	punct	_	@eie1987m-words#@eie1987m#2645.62#2645.97
211	полноценный	полноценный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	213	amod	_	@eie1987m-words#@eie1987m#2645.97#2646.32
212	самостоятельный	самостоятельный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	213	amod	_	@eie1987m-words#@eie1987m#2646.32#2646.67
213	альбом	альбом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	209	obl	_	@eie1987m-words#@eie1987m#2646.67#2647.02
214	группы	группа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	197	obl	_	@eie1987m-words#@eie1987m#2647.02#2647.37
215	Эпидемия	эпидемия	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	224	nsubj	_	@eie1987m-words#@eie1987m#2647.37#2647.72
216	без	без	ADP	_	_	217	case	_	@eie1987m-words#@eie1987m#2647.72#2648.07
217	преувеличения	преувеличение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	215	nmod	_	@eie1987m-words#@eie1987m#2648.07#2648.42
218	/	/	PUNCT	_	_	217	punct	_	@eie1987m-words#@eie1987m#2648.42#2648.77
219	ммм	мм	INTJ	_	_	217	appos	_	@eie1987m-words#@eie1987m#2648.77#2649.12
220	/	/	PUNCT	_	_	219	punct	_	@eie1987m-words#@eie1987m#2649.12#2649.47
221	[нрзб]	[нрзб]	PUNCT	_	_	219	punct	_	@eie1987m-words#@eie1987m#2649.47#2649.82
222	не	не	PART	_	_	223	advmod	_	@eie1987m-words#@eie1987m#2649.82#2650.17
223	ну	ну	PART	_	_	224	parataxis	_	@eie1987m-words#@eie1987m#2650.17#2650.52
224	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	197	conj	_	@eie1987m-words#@eie1987m#2650.52#2650.87
225	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	224	xcomp	_	@eie1987m-words#@eie1987m#2650.87#2651.22
226	кого-то	кто-то	PRON	_	Case=Gen	257	nmod	_	@eie1987m-words#@eie1987m#2651.22#2651.57
227	там	там	ADV	_	Degree=Pos	257	advmod	_	@eie1987m-words#@eie1987m#2651.57#2651.92
228	ради	ради	ADP	_	_	229	case	_	@eie1987m-words#@eie1987m#2651.92#2652.27
229	разнообразия	разнообразие	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	227	obl	_	@eie1987m-words#@eie1987m#2652.27#2652.62
230	и	и	CCONJ	_	_	236	cc	_	@eie1987m-words#@eie1987m#2652.62#2652.97
231	привлечём	привлечь	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	232	case	_	@eie1987m-words#@eie1987m#2652.97#2653.32
232	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	236	nsubj	_	@eie1987m-words#@eie1987m#2653.32#2653.67
233	пока	пока	ADV	_	Degree=Pos	236	advmod	_	@eie1987m-words#@eie1987m#2653.67#2654.02
234	не	не	PART	_	_	236	advmod	_	@eie1987m-words#@eie1987m#2654.02#2654.37
235	в	в	ADP	_	_	236	case	_	@eie1987m-words#@eie1987m#2654.37#2654.72
236	курсе	курс	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	227	conj	_	@eie1987m-words#@eie1987m#2654.72#2655.097
237	но	но	CCONJ	_	_	251	cc	_	@eie1987m-words#@eie1987m#2656.073#2656.393
238	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	251	nsubj	_	@eie1987m-words#@eie1987m#2656.393#2656.713
239	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	251	cop	_	@eie1987m-words#@eie1987m#2656.713#2657.033
240	вот	вот	PART	_	_	241	advmod	_	@eie1987m-words#@eie1987m#2657.033#2657.353
241	наверное	наверное	ADV	_	Degree=Pos	251	advmod	_	@eie1987m-words#@eie1987m#2657.353#2657.673
242	для	для	ADP	_	_	243	case	_	@eie1987m-words#@eie1987m#2657.673#2657.993
243	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	251	nmod	_	@eie1987m-words#@eie1987m#2657.993#2658.313
244	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	251	nsubj	_	@eie1987m-words#@eie1987m#2658.313#2658.633
245	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	251	cop	_	@eie1987m-words#@eie1987m#2658.633#2658.953
246	первый	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	251	amod	_	@eie1987m-words#@eie1987m#2658.953#2659.273
247	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	251	det	_	@eie1987m-words#@eie1987m#2659.273#2659.593
248	/	/	PUNCT	_	_	251	punct	_	@eie1987m-words#@eie1987m#2659.593#2659.913
249	серьёзный	серьёзный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	251	amod	_	@eie1987m-words#@eie1987m#2659.913#2660.233
250	сольный	сольный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	251	amod	_	@eie1987m-words#@eie1987m#2660.233#2660.553
251	релиз	релиз	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	257	nsubj	_	@eie1987m-words#@eie1987m#2660.553#2660.873
252	в	в	ADP	_	_	253	case	_	@eie1987m-words#@eie1987m#2660.873#2661.193
253	ка...	ка...	X	_	_	251	nmod	_	@eie1987m-words#@eie1987m#2661.193#2661.513
254	в	в	ADP	_	_	255	case	_	@eie1987m-words#@eie1987m#2661.513#2661.833
255	составе	состав	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	251	nmod	_	@eie1987m-words#@eie1987m#2661.833#2662.153
256	группы	группа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	255	nmod	_	@eie1987m-words#@eie1987m#2662.153#2662.473
257	Эпидемия	эпидемия	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	224	nsubj	_	@eie1987m-words#@eie1987m#2662.473#2662.793
258	потому	потому	ADV	_	Degree=Pos	280	mark	_	@eie1987m-words#@eie1987m#2662.793#2663.113
259	что	что	SCONJ	_	_	258	fixed	_	@eie1987m-words#@eie1987m#2663.113#2663.433
260	до	до	ADP	_	_	261	case	_	@eie1987m-words#@eie1987m#2663.433#2663.753
261	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	280	nmod	_	@eie1987m-words#@eie1987m#2663.753#2664.073
262	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	280	nsubj	_	@eie1987m-words#@eie1987m#2664.073#2664.393
263	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	280	cop	_	@eie1987m-words#@eie1987m#2664.393#2664.713
264	/	/	PUNCT	_	_	263	punct	_	@eie1987m-words#@eie1987m#2664.713#2665.033
265	э	э	INTJ	_	_	280	parataxis	_	@eie1987m-words#@eie1987m#2665.033#2665.353
266	/	/	PUNCT	_	_	267	punct	_	@eie1987m-words#@eie1987m#2665.353#2665.673
267	баллад...	баллады	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	265	parataxis	_	@eie1987m-words#@eie1987m#2665.673#2665.993
268	/	/	PUNCT	_	_	265	punct	_	@eie1987m-words#@eie1987m#2665.993#2666.313
269	ээ	э	INTJ	_	_	275	nmod	_	@eie1987m-words#@eie1987m#2666.313#2666.633
270	/	/	PUNCT	_	_	271	punct	_	@eie1987m-words#@eie1987m#2666.633#2666.953
271	перепевки	перепевка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	269	nmod	_	@eie1987m-words#@eie1987m#2666.953#2667.273
272	баллад	баллада	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	271	nmod	_	@eie1987m-words#@eie1987m#2667.273#2667.593
273	/	/	PUNCT	_	_	274	punct	_	@eie1987m-words#@eie1987m#2667.593#2667.913
274	перезапись	перезапись	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	275	parataxis	_	@eie1987m-words#@eie1987m#2667.913#2668.233
275	баллад	баллада	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	280	nsubj	_	@eie1987m-words#@eie1987m#2668.233#2668.585
276	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	275	nsubj	_	@eie1987m-words#@eie1987m#2669.634#2670.016
277	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	280	cop	_	@eie1987m-words#@eie1987m#2670.016#2670.398
278	там	там	ADV	_	Degree=Pos	280	advmod	_	@eie1987m-words#@eie1987m#2670.398#2670.78
279	акустические	акустический	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	280	amod	_	@eie1987m-words#@eie1987m#2670.78#2671.162
280	концерт	концерт	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	257	advcl	_	@eie1987m-words#@eie1987m#2671.162#2671.544
281	/	/	PUNCT	_	_	282	punct	_	@eie1987m-words#@eie1987m#2671.544#2671.926
282	э	эра	INTJ	_	_	280	nmod	_	@eie1987m-words#@eie1987m#2671.926#2672.308
283	/	/	PUNCT	_	_	282	punct	_	@eie1987m-words#@eie1987m#2672.308#2672.69
284	металл-оперы	металл-оперы	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	288	nsubj	_	@eie1987m-words#@eie1987m#2672.69#2673.072
285	та	тот	DET	_	Case=Nom|Gender=Fem|Number=Sing	284	det	_	@eie1987m-words#@eie1987m#2673.072#2673.454
286	опять	опять	ADV	_	Degree=Pos	288	advmod	_	@eie1987m-words#@eie1987m#2673.454#2673.836
287	же	же	PART	_	_	286	advmod	_	@eie1987m-words#@eie1987m#2673.836#2674.218
288	да	да	PART	_	_	257	parataxis	_	@eie1987m-words#@eie1987m#2674.218#2674.6
289	/	/	PUNCT	_	_	296	punct	_	@eie1987m-words#@eie1987m#2674.6#2674.982
290	но	но	CCONJ	_	_	296	cc	_	@eie1987m-words#@eie1987m#2674.982#2675.364
291	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	296	nsubj	_	@eie1987m-words#@eie1987m#2675.364#2675.746
292	/	/	PUNCT	_	_	296	punct	_	@eie1987m-words#@eie1987m#2675.746#2676.128
293	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	294	det	_	@eie1987m-words#@eie1987m#2676.128#2676.51
294	концептуальное	концептуальный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	296	amod	_	@eie1987m-words#@eie1987m#2676.51#2676.892
295	всё-таки	всё-таки	PART	_	_	296	advmod	_	@eie1987m-words#@eie1987m#2676.892#2677.274
296	мероприятие	мероприятие	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	288	conj	_	@eie1987m-words#@eie1987m#2677.274#2677.656
297	с	с	ADP	_	_	299	case	_	@eie1987m-words#@eie1987m#2677.656#2678.038
298	/	/	PUNCT	_	_	299	punct	_	@eie1987m-words#@eie1987m#2678.038#2678.42
299	множеством	множество	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	296	nmod	_	@eie1987m-words#@eie1987m#2678.42#2678.802
300	вокалистов	вокалист	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	299	nmod	_	@eie1987m-words#@eie1987m#2678.802#2679.184
301	а	а	CCONJ	_	_	305	cc	_	@eie1987m-words#@eie1987m#2679.184#2679.566
302	не	не	PART	_	_	303	advmod	_	@eie1987m-words#@eie1987m#2679.566#2679.948
303	где	где	ADV	_	Degree=Pos	305	advmod	_	@eie1987m-words#@eie1987m#2679.948#2680.33
304	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	305	nsubj	_	@eie1987m-words#@eie1987m#2680.33#2680.712
305	там	там	ADV	_	Degree=Pos	299	advmod	_	@eie1987m-words#@eie1987m#2680.712#2681.094
306	один	один	NUM	_	Case=Nom|Gender=Masc	308	nummod:gov	_	@eie1987m-words#@eie1987m#2681.094#2681.476
307	как-то	как-то	ADV	_	Degree=Pos	306	advmod	_	@eie1987m-words#@eie1987m#2681.476#2681.858
308	что-то	что-то	PRON	_	Case=Acc	311	obj	_	@eie1987m-words#@eie1987m#2681.858#2682.24
309	/	/	PUNCT	_	_	310	punct	_	@eie1987m-words#@eie1987m#2682.24#2682.622
310	пытаюсь	пытаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	311	parataxis	_	@eie1987m-words#@eie1987m#2682.622#2683.004
311	иллюстрировать	иллюстрировать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	305	xcomp	_	@eie1987m-words#@eie1987m#2683.004#2683.386
312	да	да	CCONJ	_	_	318	cc	_	@eie1987m-words#@eie1987m#2683.386#2683.78
313	что	что	PRON	_	Case=Nom	318	nsubj	_	@eie1987m-words#@eie1987m#2684.829#2685.048
314	там	там	ADV	_	Degree=Pos	318	advmod	_	@eie1987m-words#@eie1987m#2685.048#2685.267
315	ещё	еще	ADV	_	Degree=Pos	319	obl	_	@eie1987m-words#@eie1987m#2685.267#2685.486
316	у	у	ADP	_	_	317	case	_	@eie1987m-words#@eie1987m#2685.486#2685.705
317	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	318	obl	_	@eie1987m-words#@eie1987m#2685.705#2685.924
318	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	311	conj	_	@eie1987m-words#@eie1987m#2685.924#2686.146
319	сингл	сингл	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	324	obl	_	@eie1987m-words#@eie1987m#2686.414#2687.17
320	сингл	сингл	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	321	amod	_	@eie1987m-words#@eie1987m#2687.341#2688.317
321	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	324	nsubj	_	@eie1987m-words#@eie1987m#2691.463#2692.06
322	наконец-таки	наконец-таки	ADV	_	Degree=Pos	324	advmod	_	@eie1987m-words#@eie1987m#2692.06#2692.657
323	наконец-то	наконец-то	ADV	_	Degree=Pos	324	advmod	_	@eie1987m-words#@eie1987m#2692.657#2693.254
324	дорос	дорос	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	318	parataxis	_	@eie1987m-words#@eie1987m#2693.254#2693.853
325	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	324	conj	_	@eie1987m-words#@eie1987m#2694.122#2694.445
326	Серёж	Серёжа	PROPN	_	Animacy=Inan|Case=Voc|Gender=Masc|Number=Sing	332	obj	_	@eie1987m-words#@eie1987m#2694.445#2694.768
327	сколько	сколько	NUM	_	_	332	nsubj	_	@eie1987m-words#@eie1987m#2694.768#2695.091
328	/	/	PUNCT	_	_	327	punct	_	@eie1987m-words#@eie1987m#2695.091#2695.414
329	с	с	ADP	_	_	331	case	_	@eie1987m-words#@eie1987m#2695.414#2695.737
330	одиннадцатого	одиннадцатый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	331	amod	_	@eie1987m-words#@eie1987m#2695.737#2696.06
331	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	327	obl	_	@eie1987m-words#@eie1987m#2696.06#2696.383
332	прошло	пройти	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	325	ccomp	_	@eie1987m-words#@eie1987m#2696.383#2696.706
333	восемь	восемь	NUM	_	Case=Nom	334	nummod:gov	_	@eie1987m-words#@eie1987m#2696.706#2697.029
334	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	337	obl	_	@eie1987m-words#@eie1987m#2697.029#2697.352
335	/	/	PUNCT	_	_	337	punct	_	@eie1987m-words#@eie1987m#2697.352#2697.675
336	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	337	nsubj	_	@eie1987m-words#@eie1987m#2697.675#2697.998
337	дорос	дорасти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	332	conj	_	@eie1987m-words#@eie1987m#2697.998#2698.321
338	до	до	ADP	_	_	341	case	_	@eie1987m-words#@eie1987m#2698.321#2698.644
339	сольного	сольный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	341	amod	_	@eie1987m-words#@eie1987m#2698.644#2698.967
340	/	/	PUNCT	_	_	341	punct	_	@eie1987m-words#@eie1987m#2698.967#2699.29
341	альбома	альбом	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	337	obl	_	@eie1987m-words#@eie1987m#2699.29#2699.613
342	в	в	ADP	_	_	343	case	_	@eie1987m-words#@eie1987m#2699.613#2699.936
343	ка...	ка...	PROPN	_	Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing	337	obl	_	@eie1987m-words#@eie1987m#2699.936#2700.259
344	в	в	ADP	_	_	345	case	_	@eie1987m-words#@eie1987m#2700.259#2700.582
345	составе	состав	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	337	obl	_	@eie1987m-words#@eie1987m#2700.582#2700.905
346	группы	группа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	345	nmod	_	@eie1987m-words#@eie1987m#2700.905#2701.243
347	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	381	advcl	_	@eie1987m-words#@eie1987m#2704.048#2704.357
348	/	/	PUNCT	_	_	352	punct	_	@eie1987m-words#@eie1987m#2704.357#2704.666
349	для	для	ADP	_	_	350	case	_	@eie1987m-words#@eie1987m#2704.666#2704.975
350	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	352	obl	_	@eie1987m-words#@eie1987m#2704.975#2705.284
351	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	352	nsubj	_	@eie1987m-words#@eie1987m#2705.284#2705.593
352	важно	важно	ADV	_	Degree=Pos	381	parataxis	_	@eie1987m-words#@eie1987m#2705.593#2705.902
353	/	/	PUNCT	_	_	357	punct	_	@eie1987m-words#@eie1987m#2705.902#2706.211
354	даже	даже	PART	_	_	357	advmod	_	@eie1987m-words#@eie1987m#2706.211#2706.52
355	с	с	ADP	_	_	357	case	_	@eie1987m-words#@eie1987m#2706.52#2706.829
356	той	тот	DET	_	Case=Gen|Gender=Fem|Number=Sing	357	det	_	@eie1987m-words#@eie1987m#2706.829#2707.138
357	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	381	nsubj	_	@eie1987m-words#@eie1987m#2707.138#2707.447
358	зрения	зрение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	357	compound	_	@eie1987m-words#@eie1987m#2707.447#2707.756
359	/	/	PUNCT	_	_	381	punct	_	@eie1987m-words#@eie1987m#2707.756#2708.065
360	потому	потому	ADV	_	Degree=Pos	381	mark	_	@eie1987m-words#@eie1987m#2708.065#2708.374
361	что	что	SCONJ	_	_	360	fixed	_	@eie1987m-words#@eie1987m#2708.374#2708.683
362	для	для	ADP	_	_	363	case	_	@eie1987m-words#@eie1987m#2708.683#2708.992
363	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	381	obl	_	@eie1987m-words#@eie1987m#2708.992#2709.301
364	Эпидемия	эпидемия	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	381	nsubj	_	@eie1987m-words#@eie1987m#2709.301#2709.61
365	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	381	cop	_	@eie1987m-words#@eie1987m#2709.61#2709.919
366	вот	вот	PART	_	_	365	advmod	_	@eie1987m-words#@eie1987m#2709.919#2710.228
367	/	/	PUNCT	_	_	368	punct	_	@eie1987m-words#@eie1987m#2710.228#2710.537
368	дом	дом	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	366	conj	_	@eie1987m-words#@eie1987m#2710.537#2710.846
