1	Я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя0.020.29
2	потестила	потестить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя0.290.56
3	звук	звук	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя0.560.83
4	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя0.831.1
5	должно	должен	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@evk2001f-wordsКатя1.11.37
6	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя1.371.64
7	слышно	слышный	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя1.641.91
8	ааа	а	PART	_	_	_	_	_	@evk2001f-wordsКатя2.7703.09
9	че	что	ADV	_	Degree=Cmp	_	_	_	@evk2001f-wordsКатя3.583.89
10	рассказать	рассказывать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя3.894.2
11	а	а	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя4.484.755
12	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя4.7555.031
13	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя5.0315.307
14	думала	думать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя5.3075.582
15	рассказать	рассказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя5.5825.858
16	про	про	ADP	_	_	_	_	_	@evk2001f-wordsКатя5.8586.134
17	“Киллера”	“Киллер”	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя6.1346.41
18	у	у	ADP	_	_	_	_	_	@evk2001f-wordsКатя6.426.643
19	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@evk2001f-wordsКатя6.6436.867
20	короче	короче	PART	_	_	_	_	_	@evk2001f-wordsКатя6.8677.091
21	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя7.0917.315
22	“Киллера”	“Киллер”	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя7.3157.538
23	играют	играть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя7.5387.762
24	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя7.7627.986
25	общаге	общага	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя7.9868.21
26	“Киллер	“Киллер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя9.4559.797
27	-	-	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя9.79710.14
28	двойка”	двойка”	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя10.1410.482
29	называется	называться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя10.48210.825
30	и	и	PART	_	_	_	_	_	@evk2001f-wordsКатя10.9311.366
31	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя11.36611.802
32	типа	типа	PART						
33	сотка	сотка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя12.23812.674
34	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя12.67413.11
35	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя13.7914.195
36	на	на	ADP	_	_	_	_	_	@evk2001f-wordsКатя14.19514.6
37	нее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@evk2001f-wordsКатя14.615.005
38	регистрировались	регистрироваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя15.00515.41
39	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя15.4115.815
40	конце	конец	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя15.81516.22
41	прошлой	прошлый	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя16.2216.625
42	недели	неделя	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя16.62517.03
43	вот	вот	PART	_	_	_	_	_	@evk2001f-wordsКатя17.29517.572
44	и	и	PART	_	_	_	_	_	@evk2001f-wordsКатя17.57217.85
45	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя17.8518.128
46	зарегистрировалась	зарегистрироваться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя18.12818.406
47	и	и	PART	_	_	_	_	_	@evk2001f-wordsКатя18.40618.683
48	две	два	NUM	_	Case=Nom|Gender=Fem	_	_	_	@evk2001f-wordsКатя18.68318.961
49	мои	мой	DET	_	Case=Nom|Number=Plur	_	_	_	@evk2001f-wordsКатя18.96119.239
50	соседки	соседка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя19.23919.517
51	зарегались	зарегаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Pass	_	_	_	@evk2001f-wordsКатя19.51719.795
52	ну	ну	PART	_	_	_	_	_	@evk2001f-wordsКатя20.3220.516
53	еще	еще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя20.51620.712
54	миллион	миллион	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя20.71220.909
55	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя20.90921.105
56	с	с	ADP	_	_	_	_	_	@evk2001f-wordsКатя21.10521.302
57	которыми	который	PRON	_	Case=Ins	_	_	_	@evk2001f-wordsКатя21.30221.498
58	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя21.49821.695
59	знакома	знакомый	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@evk2001f-wordsКатя21.69521.891
60	здесь	здесь	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя21.89122.087
61	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя22.08722.284
62	ну	ну	PART	_	_	_	_	_	@evk2001f-wordsКатя22.28422.48
63	понятно	понятный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@evk2001f-wordsКатя22.4822.677
64	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя22.67722.873
65	да	да	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя22.87323.07
66	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evk2001f-wordsКатя23.44523.765
67	ехали	ехать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя23.76524.085
68	с	с	ADP	_	_	_	_	_	@evk2001f-wordsКатя24.08524.405
69	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя24.40524.725
70	эээ	э							
71	концерта	концерт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя25.04525.365
72	“Дайте	“Дать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя25.36525.685
73	танк!”	танк!”	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя25.68526.005
74	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя26.7727.09
75	Ваня	Ваня	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя27.0927.41
76	и	и	PART	_	_	_	_	_	@evk2001f-wordsКатя27.4127.73
77	одна	один	NUM	_	Case=Nom|Gender=Fem	_	_	_	@evk2001f-wordsКатя27.7328.05
78	из	из	ADP	_	_	_	_	_	@evk2001f-wordsКатя28.0528.37
79	моих	мой	DET	_	Case=Gen|Number=Plur	_	_	_	@evk2001f-wordsКатя28.3728.69
80	соседок	соседка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@evk2001f-wordsКатя28.6929.01
81	вот	вот	PART	_	_	_	_	_	@evk2001f-wordsКатя29.4129.71
82	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя29.7130.01
83	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя30.0130.31
84	метро	метро	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя30.3130.61
85	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя31.0131.232
86	ваще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя31.23231.455
87	на	на	ADP	_	_	_	_	_	@evk2001f-wordsКатя31.45531.678
88	самом	самый	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя31.67831.901
89	деле	дело	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя31.90132.124
90	офигенно	офигенно	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя32.12432.347
91	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя32.34732.57
92	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя32.5732.792
93	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя32.79233.015
94	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@evk2001f-wordsКатя33.01533.238
95	писала	писать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя33.23833.461
96	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя33.46133.684
97	тот	тот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя33.68433.907
98	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя33.90734.13
99	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя34.735.153
100	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evk2001f-wordsКатя35.15335.606
101	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя35.60636.06
102	ааа	а	PART	_	_	_	_	_	@evk2001f-wordsКатя36.0636.513
103	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя36.51336.966
104	тогда…	тогда	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя36.96637.42
105	ну	ну	PART	_	_	_	_	_	@evk2001f-wordsКатя38.1738.4
106	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя38.438.63
107	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя38.6338.86
108	не	не	PART	_	_	_	_	_	@evk2001f-wordsКатя38.8639.09
109	отошла	отойти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя39.0939.32
110	еще	еще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя39.3239.55
111	от	от	ADP	_	_	_	_	_	@evk2001f-wordsКатя39.5539.78
112	концерта	концерт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя39.7840.01
113	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя40.0440.28
114	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя40.2840.52
115	ходила	ходить	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя41.0241.296
116	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя41.29641.572
117	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя41.57241.848
118	песни	песня	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя41.84842.124
119	орала	орать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя42.12442.4
120	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя42.4242.828
121	ведь	ведь	PART	_	_	_	_	_	@evk2001f-wordsКатя42.82843.236
122	песен	песня	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@evk2001f-wordsКатя43.23643.645
123	много	много	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя43.64544.053
124	наизусть	наизусть	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя44.05344.461
125	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя44.46144.87
126	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя44.9545.166
127	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя45.16645.382
128	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя45.38245.598
129	метро	метро	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя45.59845.814
130	еду	ехать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя45.81446.03
131	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя46.0446.376
132	начинаю	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя46.37646.713
133	петь	петь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя46.71347.05
134	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя47.29547.782
135	Ваня	Ваня	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя47.78248.27
136	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя48.2748.757
137	петь	петь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя48.75749.245
138	Алена	Алена	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя49.3349.743
139	начинает	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя49.74350.156
140	петь	петь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя50.15650.57
141	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@evk2001f-wordsКатя50.6450.876
142	вокруг	вокруг	ADP	_	_	_	_	_	@evk2001f-wordsКатя50.87651.112
143	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@evk2001f-wordsКатя51.11251.349
144	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя51.34951.585
145	которые	который	PRON	_	Case=Nom	_	_	_	@evk2001f-wordsКатя51.58551.822
146	тоже	тоже	PART	_	_	_	_	_	@evk2001f-wordsКатя51.82252.058
147	едут	ехать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя52.05852.295
148	с	с	ADP	_	_	_	_	_	@evk2001f-wordsКатя52.29552.531
149	концерта	концерт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя52.53152.767
150	“Дайте	“Дать	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя52.76753.004
151	танк!”	танк!”	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя53.00453.24
152	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя53.2453.477
153	начинают	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя53.47753.713
154	петь	петь	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@evk2001f-wordsКатя53.71353.95
155	вот	вот	PART	_	_	_	_	_	@evk2001f-wordsКатя54.654.916
156	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя54.91655.233
157	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя55.23355.55
158	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя55.5555.866
159	так	так	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя55.86656.183
160	офигенно	офигенно	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя56.18356.5
161	реально	реально	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя56.5456.797
162	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя56.79757.054
163	полвагона	полвагона	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя57.05457.311
164	метро	метро	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя57.31157.568
165	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя57.56857.825
166	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя57.82558.082
167	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@evk2001f-wordsКатя58.08258.339
168	пели	петь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя58.33958.596
169	ту	тот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя58.59658.853
170	песню	песня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя58.85359.11
171	которую	который	PRON	_	Case=Acc	_	_	_	@evk2001f-wordsКатя59.15559.571
172	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя59.57159.988
173	начала	начать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя59.98860.405
174	вааще	ваасто	ADV	_	Degree=Cmp	_	_	_	@evk2001f-wordsКатя60.49560.804
175	офигенно	офигенно	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя60.80461.113
176	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя61.11361.422
177	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@evk2001f-wordsКатя61.42261.731
178	типа								
179	еще	еще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя62.0462.349
180	когда	когда	SCONJ	_	_	_	_	_	@evk2001f-wordsКатя62.34962.658
181	выходили	выходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя62.65862.967
182	обнимались	обниматься	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя62.96763.276
183	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя63.27663.585
184	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя63.6463.865
185	такое	такой	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя63.86564.091
186	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя64.09164.317
187	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя64.31764.542
188	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя64.54264.768
189	очень	очень	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя64.76864.994
190	прикольно	прикольно	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя64.99465.22
191	вот	вот	PART	_	_	_	_	_	@evk2001f-wordsКатя65.2865.478
192	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя65.47865.676
193	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя65.67665.875
194	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя65.87566.073
195	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя66.07366.271
196	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя66.27166.47
197	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя66.4766.668
198	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя66.66866.866
199	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя66.86667.065
200	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя67.06567.263
201	очень	очень	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя67.26367.461
202	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя67.46167.66
203	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя67.6667.858
204	а	а	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя67.85868.056
205	еще	еще	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя68.05668.255
206	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя68.25568.453
207	приходит	прийти	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя68.45368.651
208	сообщение	сообщение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя68.65168.85
209	ну	ну	PART	_	_	_	_	_	@evk2001f-wordsКатя68.8769.036
210	там	там	ADV	_	Degree=Pos	_	_	_	@evk2001f-wordsКатя69.03669.203
211	типа	типа	PART	_	_	_	_	_	@evk2001f-wordsКатя69.20369.37
212	игра	игра	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя69.4469.753
213	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя69.75370.066
214	Киллера	Киллер	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя70.3870.693
215	организована	организовать	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@evk2001f-wordsКатя71.00671.32
216	#цокает#	#цокает#	X	_	_	_	_	_	@evk2001f-wordsКатя71.8272.405
217	ааа	а	PART	_	_	_	_	_	@evk2001f-wordsКатя72.40572.99
218	этим	это	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя73.2473.91
219	как	как	SCONJ	_	_	_	_	_	@evk2001f-wordsКатя73.97574.395
220	называется	называться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@evk2001f-wordsКатя74.39574.815
221	ботом	бот	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@evk2001f-wordsКатя74.88575.191
222	в	в	ADP	_	_	_	_	_	@evk2001f-wordsКатя75.19175.498
223	ВК	ВК	PROPN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@evk2001f-wordsКатя75.49875.805
224	и	и	CCONJ	_	_	_	_	_	@evk2001f-wordsКатя76.12576.41
225	/	/	PUNCT	_	_	_	_	_	@evk2001f-wordsКатя76.4176.696
226	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@evk2001f-wordsКатя76.69676.981
227	приходит	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@evk2001f-wordsКатя76.98177.267
228	сообщение	сообщение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@evk2001f-wordsКатя77.26777.552
229	от	от	ADP	_	_	_	_	_	@evk2001f-wordsКатя77.55277.838
